Entity,Code,Year,GDP.per.capita,Baseline Gini series (GCIP income and van Zanden et al. (2014)),Population,baseline_GCIP_income_vZ_source
Denmark,DNK,1970,20221,0.39771053,4929000,GCIP (income) - original
Denmark,DNK,1980,24272,0.27288227,5123000,GCIP (income) - original
Denmark,DNK,1990,29412,0.25729699,5141000,GCIP (income) - original
Denmark,DNK,2000,39021,0.23782848,5340000,GCIP (income) - original
Denmark,DNK,2005,42265,0.25825934,5419000,GCIP (income) - original
Denmark,DNK,2010,42932,0.28855615,5548000,GCIP (income) - original
Denmark,DNK,2017,45456,0.29042363,5765000,GCIP (income) - original
Djibouti,DJI,1820,2366.11218779219,0.5190016,20819.1964948802,regional average
Djibouti,DJI,1850,2075.32735663254,0.46770565,26811.4136015344,regional average
Djibouti,DJI,1870,2561.29652651579,0.513095516666667,31736.3427392095,regional average
Djibouti,DJI,1890,2635.49334611385,0.35073254,38607.9198566113,regional average
Djibouti,DJI,1910,2866.02540434296,0.415156831818182,46967.3360885706,regional average
Djibouti,DJI,1929,2781.66583055577,0.4646650375,59797.4446866952,regional average
Djibouti,DJI,1950,3459,0.416007780769231,79000,regional average
Djibouti,DJI,1960,4087,0.5490798,111000,GCIP (income) - original
Djibouti,DJI,1970,4774,0.5490798,180000,GCIP (income) - original
Djibouti,DJI,1980,3167,0.5490798,327000,GCIP (income) - original
Djibouti,DJI,1990,2308,0.5490798,499000,GCIP (income) - original
Djibouti,DJI,2000,1881,0.58143217,669000,GCIP (income) - original
Djibouti,DJI,2005,2127,0.58051619,666000,GCIP (income) - original
Djibouti,DJI,2010,2544,0.55317145,741000,GCIP (income) - original
Djibouti,DJI,2017,3168,0.56508887,865000,GCIP (income) - original
Dominica,DMA,1820,270.034575820726,0.47762336,2000,regional average
Dominica,DMA,1850,317.283261350819,0.42178576,3000,regional average
Dominica,DMA,1870,388.589401898334,0.5176308,5000,regional average
Dominica,DMA,1890,450.463587667227,0.422064675,8457.69055811491,regional average
Dominica,DMA,1910,559.982238329243,0.4553967,15000,regional average
Dominica,DMA,1929,751.380543500187,0.50958666,27000,regional average
Dominica,DMA,1950,980,0.427435761538462,51000,regional average
Dominica,DMA,1960,1245,0.503935961304348,60000,regional average
Dominica,DMA,1970,1492,0.500565409565217,70000,regional average
Dominica,DMA,1980,2219,0.502476027391304,74000,regional average
Dominica,DMA,1990,3939,0.48840767,70000,regional average
Dominica,DMA,2000,5697,0.508434813043478,71000,regional average
Dominica,DMA,2005,6698,0.499905704782609,72000,regional average
Dominica,DMA,2010,8768,0.471463576521739,73000,regional average
Dominica,DMA,2017,8842,0.465231249130435,74000,regional average
Dominican Republic,DOM,1820,451.067959814826,0.47762336,268564.332239989,regional average
Dominican Republic,DOM,1850,529.992549827847,0.42178576,442458.047969513,regional average
Dominican Republic,DOM,1870,649.102909089361,0.5176308,584990.479278073,regional average
Dominican Republic,DOM,1890,752.458054093112,0.422064675,793101.536752739,regional average
Dominican Republic,DOM,1910,935.398902188745,0.4553967,1105305.55882919,regional average
Dominican Republic,DOM,1929,1255.11219358143,0.50958666,1532046.39562552,regional average
Dominican Republic,DOM,1950,1637,0.40095,2353000,van Zanden et al. (2014) - original
Dominican Republic,DOM,1960,2075,0.45302177,3231000,GCIP (income) - original
Dominican Republic,DOM,1970,2488,0.45370202,4423000,GCIP (income) - original
Dominican Republic,DOM,1980,3781,0.46419904,5697000,GCIP (income) - original
Dominican Republic,DOM,1990,3939,0.49111407,7083000,GCIP (income) - original
Dominican Republic,DOM,2000,6788,0.50276812,8301000,GCIP (income) - original
Dominican Republic,DOM,2005,8156,0.48719088,8924000,GCIP (income) - original
Dominican Republic,DOM,2010,11276,0.47296354,9512000,GCIP (income) - original
Dominican Republic,DOM,2017,15019,0.44229078,10282000,GCIP (income) - original
Ecuador,ECU,1820,528.131432872801,0.47762336,500000,regional average
Ecuador,ECU,1850,620.540028751761,0.42178576,816000,regional average
Ecuador,ECU,1870,760,0.5176308,1013000,regional average
Ecuador,ECU,1890,893,0.422064675,1256864.63244732,regional average
Ecuador,ECU,1910,1379,0.4553967,1617000,regional average
Ecuador,ECU,1929,1948,0.50958666,1928000,regional average
Ecuador,ECU,1950,2970,0.427435761538462,3370000,regional average
Ecuador,ECU,1960,3649,0.60052611,4416000,GCIP (income) - original
Ecuador,ECU,1970,4535,0.67782409,5939000,GCIP (income) - original
Ecuador,ECU,1980,6582,0.55673193,7920000,GCIP (income) - original
Ecuador,ECU,1990,6221,0.45931774,10318000,GCIP (income) - original
Ecuador,ECU,2000,6908,0.53677032,12446000,GCIP (income) - original
Ecuador,ECU,2005,8257,0.51793418,13662000,GCIP (income) - original
Ecuador,ECU,2010,9327,0.47645823,14791000,GCIP (income) - original
Ecuador,ECU,2017,10637,0.4519514,16291000,GCIP (income) - original
Egypt,EGY,1820,956,0.5771468,4194000,van Zanden et al. (2014) - original
Egypt,EGY,1850,1092.95907410631,0.6309967,5727009.14748793,van Zanden et al. (2014) - original
Egypt,EGY,1870,1195,0.4476133,7049000,van Zanden et al. (2014) - original
Egypt,EGY,1890,1397.83251081835,0.331912,9078286.92924956,van Zanden et al. (2014) - original
Egypt,EGY,1910,1635.09265966587,0.4169664,11691770.9703197,van Zanden et al. (2014) - original
Egypt,EGY,1929,1573.64429263263,0.4598825,15451885.8133369,van Zanden et al. (2014) - original
Egypt,EGY,1950,1451,0.3881282,21198000,van Zanden et al. (2014) - original
Egypt,EGY,1960,1580,0.56021935,26847000,GCIP (income) - original
Egypt,EGY,1970,1999,0.56021935,33574000,GCIP (income) - original
Egypt,EGY,1980,3298,0.5524912,42634000,GCIP (income) - original
Egypt,EGY,1990,4022,0.53703487,56683000,GCIP (income) - original
Egypt,EGY,2000,6594,0.52829765,67330000,GCIP (income) - original
Egypt,EGY,2005,8022,0.5368408,74714000,GCIP (income) - original
Egypt,EGY,2010,10719,0.52422106,83503000,GCIP (income) - original
Egypt,EGY,2017,11620,0.51846155,99745000,GCIP (income) - original
El Salvador,SLV,1820,596.937775829053,0.47762336,248000,regional average
El Salvador,SLV,1850,701.385605020765,0.42178576,366000,regional average
El Salvador,SLV,1870,859.014785698897,0.5176308,492000,regional average
El Salvador,SLV,1890,995.793710108329,0.422064675,660907.804954388,regional average
El Salvador,SLV,1910,1237.89537260575,0.4553967,946000,regional average
El Salvador,SLV,1929,1661,0.50958666,1410000,regional average
El Salvador,SLV,1950,2375,0.427435761538462,1940000,regional average
El Salvador,SLV,1960,2813,0.54077494,2582000,GCIP (income) - original
El Salvador,SLV,1970,3488,0.46454116,3604000,GCIP (income) - original
El Salvador,SLV,1980,3781,0.45633213,4570000,GCIP (income) - original
El Salvador,SLV,1990,3378,0.44840795,5110000,GCIP (income) - original
El Salvador,SLV,2000,5404,0.51080408,5825000,GCIP (income) - original
El Salvador,SLV,2005,6441,0.48026213,5899000,GCIP (income) - original
El Salvador,SLV,2010,7351,0.44501738,5967000,GCIP (income) - original
El Salvador,SLV,2017,8428,0.42143949,6304000,GCIP (income) - original
Equatorial Guinea,GNQ,1820,545.183987762467,0.5190016,55605.7020306295,regional average
Equatorial Guinea,GNQ,1850,478.183261993678,0.46770565,71610.2312648578,regional average
Equatorial Guinea,GNQ,1870,590.157077662065,0.513095516666667,84764.1559237114,regional average
Equatorial Guinea,GNQ,1890,607.253020194489,0.35073254,103117.355566392,regional average
Equatorial Guinea,GNQ,1910,660.37069883242,0.415156831818182,125444.403983398,regional average
Equatorial Guinea,GNQ,1929,640.933121408775,0.4646650375,159712.162391047,regional average
Equatorial Guinea,GNQ,1950,797,0.416007780769231,211000,regional average
Equatorial Guinea,GNQ,1960,1101,0.591505244666667,244000,regional average
Equatorial Guinea,GNQ,1970,1934,0.595207163777778,270000,regional average
Equatorial Guinea,GNQ,1980,2613,0.6093014125,256000,regional average
Equatorial Guinea,GNQ,1990,2474,0.615356746888889,371000,regional average
Equatorial Guinea,GNQ,2000,12915,0.598797426818182,491000,regional average
Equatorial Guinea,GNQ,2005,35570,0.591093502954545,567000,regional average
Equatorial Guinea,GNQ,2010,42038,0.583979063636364,651000,regional average
Equatorial Guinea,GNQ,2017,31048,0.577449558372093,778000,regional average
Estonia,EST,1820,1578.06072395192,0.4556807,334254.640225872,regional average
Estonia,EST,1850,1885.10868201406,0.29696375,450128.361483758,regional average
Estonia,EST,1870,2317.2383343545,0.55086742,541203.824671021,regional average
Estonia,EST,1890,3276.66649552222,0.322501,675430.576206626,van Zanden et al. (2014) - original
Estonia,EST,1910,4633.33579619407,0.3692264,904700.453274924,van Zanden et al. (2014) - original
Estonia,EST,1929,6439.2047617708,0.4129862,1049894.64891324,van Zanden et al. (2014) - original
Estonia,EST,1950,9264.39040905714,0.346244,1096000,van Zanden et al. (2014) - original
Estonia,EST,1960,11016.6008951038,0.24600342,1211000,GCIP (income) - original
Estonia,EST,1970,13100.21382123,0.24600342,1363000,GCIP (income) - original
Estonia,EST,1980,15044,0.24600342,1482000,GCIP (income) - original
Estonia,EST,1990,17247,0.2921755,1569000,GCIP (income) - original
Estonia,EST,2000,16807,0.36594627,1365000,GCIP (income) - original
Estonia,EST,2005,22519,0.34206245,1324000,GCIP (income) - original
Estonia,EST,2010,20713,0.3234112,1301000,GCIP (income) - original
Estonia,EST,2017,26254,0.35663216,1287000,GCIP (income) - original
Eswatini,SWZ,1820,224.33331890158,0.5190016,72998.9547985041,regional average
Eswatini,SWZ,1850,196.763735938928,0.46770565,94009.6400965194,regional average
Eswatini,SWZ,1870,242.838929383361,0.513095516666667,111278.062515962,regional average
Eswatini,SWZ,1890,242.838929383361,0.35073254,135372.073421283,regional average
Eswatini,SWZ,1910,310.566439345719,0.415156831818182,164682.937930811,regional average
Eswatini,SWZ,1929,524.836102144091,0.4646650375,209669.521243223,regional average
Eswatini,SWZ,1950,604,0.416007780769231,277000,regional average
Eswatini,SWZ,1960,783,0.68353272,352000,GCIP (income) - original
Eswatini,SWZ,1970,1704,0.68353272,455000,GCIP (income) - original
Eswatini,SWZ,1980,2946,0.68353272,611000,GCIP (income) - original
Eswatini,SWZ,1990,3881,0.68353272,881000,GCIP (income) - original
Eswatini,SWZ,2000,4895,0.61917206,1032000,GCIP (income) - original
Eswatini,SWZ,2005,5867,0.60395062,1023000,GCIP (income) - original
Eswatini,SWZ,2010,7193,0.6052587,1019000,GCIP (income) - original
Eswatini,SWZ,2017,7963,0.6052587,1078000,GCIP (income) - original
Ethiopia,ETH,1820,455.098957998729,0.5190016,3154000,regional average
Ethiopia,ETH,1850,399.169288076326,0.46770565,4863671.24180845,regional average
Ethiopia,ETH,1870,492.640791234315,0.513095516666667,6491811.37857916,regional average
Ethiopia,ETH,1890,606.439931410051,0.35073254,8664980.19290047,regional average
Ethiopia,ETH,1910,702.609254468317,0.415156831818182,11565628.9693048,regional average
Ethiopia,ETH,1929,651.090405913161,0.4646650375,15216012.3913486,regional average
Ethiopia,ETH,1950,622,0.416007780769231,20605000,regional average
Ethiopia,ETH,1960,701,0.55859398,24622000,GCIP (income) - original
Ethiopia,ETH,1970,948,0.55859398,30204000,GCIP (income) - original
Ethiopia,ETH,1980,1033,0.55859398,36866000,GCIP (income) - original
Ethiopia,ETH,1990,915,0.52204022,49214000,GCIP (income) - original
Ethiopia,ETH,2000,772,0.54709528,65213000,GCIP (income) - original
Ethiopia,ETH,2005,829,0.54698022,74327000,GCIP (income) - original
Ethiopia,ETH,2010,1106,0.55506789,85096000,GCIP (income) - original
Ethiopia,ETH,2017,1753,0.55506789,103655000,GCIP (income) - original
Finland,FIN,1820,1313,0.520763746153846,1169000,regional average
Finland,FIN,1850,1519,0.436166630769231,1628000,regional average
Finland,FIN,1870,1817,0.5058427,1754000,van Zanden et al. (2014) - original
Finland,FIN,1890,2201,0.3586799,2364000,van Zanden et al. (2014) - original
Finland,FIN,1910,3038,0.3840455,2929000,van Zanden et al. (2014) - original
Finland,FIN,1929,4331,0.444567,3424000,van Zanden et al. (2014) - original
Finland,FIN,1950,6779,0.3467123,4009000,van Zanden et al. (2014) - original
Finland,FIN,1960,9931,0.29664432,4430000,GCIP (income) - original
Finland,FIN,1970,15266,0.29664432,4606000,GCIP (income) - original
Finland,FIN,1980,20640,0.23331163,4780000,GCIP (income) - original
Finland,FIN,1990,26884,0.22670747,4986000,GCIP (income) - original
Finland,FIN,2000,32690,0.26780986,5176000,GCIP (income) - original
Finland,FIN,2005,36787,0.27401933,5246000,GCIP (income) - original
Finland,FIN,2010,37615,0.27592441,5363000,GCIP (income) - original
Finland,FIN,2017,38367,0.27084441,5508000,GCIP (income) - original
Former Sudan,,1820,895.415106626184,0.5190016,5156000,regional average
Former Sudan,,1850,785.372509347208,0.46770565,5405165.21309979,regional average
Former Sudan,,1870,969.279315758649,0.513095516666667,5577929.4367571,regional average
Former Sudan,,1890,997.357846216545,0.35073254,5756215.68902949,regional average
Former Sudan,,1910,1084.59880147006,0.415156831818182,5940200.46942234,regional average
Former Sudan,,1929,1052.67434871278,0.4646650375,6120430.1028563,regional average
Former Sudan,,1950,1309,0.416007780769231,6326000,regional average
Former Sudan,,1960,1632,0.5629245,8321000,GCIP (income) - original
Former Sudan,,1970,1415,0.5629245,10834000,GCIP (income) - original
Former Sudan,,1980,1484,0.5629245,14980000,GCIP (income) - original
Former Sudan,,1990,1211,0.5629245,20469000,GCIP (income) - original
Former Sudan,,2000,1951,0.5629245,26771000,GCIP (income) - original
Former Sudan,,2005,2643,0.5629245,29996000,GCIP (income) - original
Former Sudan,,2010,3707,0.5629245,33891000,GCIP (income) - original
Former Sudan,,2017,3566,0.5629245,40518000,GCIP (income) - original
France,FRA,1820,1809,0.59,31250000,van Zanden et al. (2014) - original
France,FRA,1850,2546,0.543298,36350000,van Zanden et al. (2014) - original
France,FRA,1870,2990,0.58,38440000,van Zanden et al. (2014) - original
France,FRA,1890,3787,0.48,40014000,van Zanden et al. (2014) - original
France,FRA,1910,4726,0.5479129,41224000,van Zanden et al. (2014) - original
France,FRA,1929,7508,0.6168414,41230000,van Zanden et al. (2014) - original
France,FRA,1950,8266,0.5790601,42518000,van Zanden et al. (2014) - original
France,FRA,1960,11792,0.35094708,46584000,GCIP (income) - original
France,FRA,1970,18187,0.35094708,51918000,GCIP (income) - original
France,FRA,1980,23537,0.32130568,55110000,GCIP (income) - original
France,FRA,1990,28129,0.34280067,58168000,GCIP (income) - original
France,FRA,2000,33410,0.30386299,60819000,GCIP (income) - original
France,FRA,2005,35495,0.29775722,63060000,GCIP (income) - original
France,FRA,2010,36087,0.33792329,64880000,GCIP (income) - original
France,FRA,2017,37895,0.32581634,66927000,GCIP (income) - original
Gabon,GAB,1820,2013.42970566865,0.5190016,109630.19926418,regional average
Gabon,GAB,1850,1765.98800783395,0.46770565,141184.152635928,regional average
Gabon,GAB,1870,2179.52070832482,0.513095516666667,167117.956702673,regional average
Gabon,GAB,1890,2114.62895179586,0.35073254,203302.464055067,regional average
Gabon,GAB,1910,2183.52224795389,0.4585316,247321.66851703,van Zanden et al. (2014) - original
Gabon,GAB,1929,2023.41540151863,0.5022913,314882.746704623,van Zanden et al. (2014) - original
Gabon,GAB,1950,2958,0.4136724,416000,van Zanden et al. (2014) - original
Gabon,GAB,1960,3982,0.60301154,446000,GCIP (income) - original
Gabon,GAB,1970,5587,0.60208625,515000,GCIP (income) - original
Gabon,GAB,1980,8402,0.59745681,714000,GCIP (income) - original
Gabon,GAB,1990,7646,0.59282225,938000,GCIP (income) - original
Gabon,GAB,2000,10638,0.58818232,1179000,GCIP (income) - original
Gabon,GAB,2005,12438,0.58586027,1340000,GCIP (income) - original
Gabon,GAB,2010,14927,0.58586027,1600000,GCIP (income) - original
Gabon,GAB,2017,17963,0.58586027,2026000,GCIP (income) - original
Gambia,GMB,1820,1238.71605209628,0.5190016,71417.7500014246,regional average
Gambia,GMB,1850,1086.4832712831,0.46770565,91973.330202732,regional average
Gambia,GMB,1870,1340.89969949143,0.513095516666667,108867.707371212,regional average
Gambia,GMB,1890,1379.74350069612,0.35073254,132439.826343565,regional average
Gambia,GMB,1910,1500.43252065238,0.415156831818182,161115.798481046,regional average
Gambia,GMB,1929,927.479174561314,0.4646650375,205127.943165752,regional average
Gambia,GMB,1950,982,0.416007780769231,271000,regional average
Gambia,GMB,1960,1167,0.71683385,352000,GCIP (income) - original
Gambia,GMB,1970,1422,0.71683385,485000,GCIP (income) - original
Gambia,GMB,1980,1325,0.71683385,652000,GCIP (income) - original
Gambia,GMB,1990,1400,0.71683385,951000,GCIP (income) - original
Gambia,GMB,2000,1441,0.59874872,1357000,GCIP (income) - original
Gambia,GMB,2005,1542,0.60183244,1548000,GCIP (income) - original
Gambia,GMB,2010,1773,0.60183244,1755000,GCIP (income) - original
Gambia,GMB,2017,1819,0.577449558372093,2051000,regional average
Georgia,GEO,1820,718.389763624529,0.4556807,1072298.64510417,regional average
Georgia,GEO,1850,858.168991803568,0.29696375,1444024.92607381,regional average
Georgia,GEO,1870,1054.88988732309,0.55086742,1736197.67111616,regional average
Georgia,GEO,1890,1416.90775988287,0.2974723,2166801.00907162,van Zanden et al. (2014) - original
Georgia,GEO,1910,2206.47447535384,0.3644677,2902305.46871773,van Zanden et al. (2014) - original
Georgia,GEO,1929,2268.07916056613,0.4195083,3368092.68757205,regional average
Georgia,GEO,1950,4650.12698877501,0.404486325,3516000,regional average
Georgia,GEO,1960,6456.1710102489,0.252026681538462,4147000,regional average
Georgia,GEO,1970,9123.65387994144,0.24600343,4694000,GCIP (income) - original
Georgia,GEO,1980,10519,0.24600343,5046000,GCIP (income) - original
Georgia,GEO,1990,12140,0.30549052,5426000,GCIP (income) - original
Georgia,GEO,2000,4892,0.42371482,4814000,GCIP (income) - original
Georgia,GEO,2005,6850,0.49209315,4786000,GCIP (income) - original
Georgia,GEO,2010,8443,0.455919,4898000,GCIP (income) - original
Georgia,GEO,2017,11431,0.49083837,4922000,GCIP (income) - original
Germany,DEU,1820,1572,0.520763746153846,24905000,regional average
Germany,DEU,1850,2276,0.436166630769231,33746000,regional average
Germany,DEU,1870,2931,0.493368842857143,39231000,regional average
Germany,DEU,1890,3870,0.4050129,47607000,regional average
Germany,DEU,1910,5337,0.442836215384615,62884000,regional average
Germany,DEU,1929,6457,0.459344178571429,64739000,regional average
Germany,DEU,1950,6186,0.387377113333333,68375000,regional average
Germany,DEU,1960,12282,0.29897195,72481000,GCIP (income) - original
Germany,DEU,1970,17277,0.29897195,77783000,GCIP (income) - original
Germany,DEU,1980,22497,0.28154751,78298000,GCIP (income) - original
Germany,DEU,1990,25391,0.29660877,79380000,GCIP (income) - original
Germany,DEU,2000,33367,0.29310791,82157000,GCIP (income) - original
Germany,DEU,2005,36206,0.31499434,82415000,GCIP (income) - original
Germany,DEU,2010,41110,0.30550636,81655000,GCIP (income) - original
Germany,DEU,2017,45620,0.31548656,83900000,GCIP (income) - original
Ghana,GHA,1820,646.65629860031,0.5844026,1035831.74455705,van Zanden et al. (2014) - original
Ghana,GHA,1850,567.185069984447,0.4292655,1333966.62699003,van Zanden et al. (2014) - original
Ghana,GHA,1870,700,0.5606445,1579000,van Zanden et al. (2014) - original
Ghana,GHA,1890,914.97721204124,0.381145,1780009.17169835,van Zanden et al. (2014) - original
Ghana,GHA,1910,1195.97614079251,0.403724,2006607.12560497,van Zanden et al. (2014) - original
Ghana,GHA,1929,1455.95159134744,0.4406534,3084553.48034525,van Zanden et al. (2014) - original
Ghana,GHA,1950,1788,0.4107079,5297000,van Zanden et al. (2014) - original
Ghana,GHA,1960,2197,0.51181933,6958000,GCIP (income) - original
Ghana,GHA,1970,2270,0.51181933,8789000,GCIP (income) - original
Ghana,GHA,1980,1844,0.51181933,11017000,GCIP (income) - original
Ghana,GHA,1990,1693,0.54098796,15414000,GCIP (income) - original
Ghana,GHA,2000,2100,0.57051273,18816000,GCIP (income) - original
Ghana,GHA,2005,2411,0.58491332,20924000,GCIP (income) - original
Ghana,GHA,2010,2946,0.5603365,23367000,GCIP (income) - original
Ghana,GHA,2017,4104,0.5603365,27261000,GCIP (income) - original
Greece,GRC,1820,1305.55863275223,0.520763746153846,2312000,regional average
Greece,GRC,1850,1607,0.436166630769231,3044000,regional average
Greece,GRC,1870,1938,0.4993078,3657000,van Zanden et al. (2014) - original
Greece,GRC,1890,2257,0.3372567,4482000,van Zanden et al. (2014) - original
Greece,GRC,1910,2592,0.442836215384615,5320000,regional average
Greece,GRC,1929,3733,0.4217323,6275000,van Zanden et al. (2014) - original
Greece,GRC,1950,3052,0.3409489,7566000,van Zanden et al. (2014) - original
Greece,GRC,1960,5015,0.38385577,8327000,GCIP (income) - original
Greece,GRC,1970,9900,0.38385577,8793000,GCIP (income) - original
Greece,GRC,1980,14300,0.38385577,9643000,GCIP (income) - original
Greece,GRC,1990,15964,0.38385577,10130000,GCIP (income) - original
Greece,GRC,2000,20965,0.33916798,10735000,GCIP (income) - original
Greece,GRC,2005,26092,0.34816626,10915000,GCIP (income) - original
Greece,GRC,2010,26517,0.34359826,11048000,GCIP (income) - original
Greece,GRC,2017,22959,0.36036599,10684000,GCIP (income) - original
Guatemala,GTM,1820,985.432499291549,0.47762336,595000,regional average
Guatemala,GTM,1850,1157.85630883018,0.42178576,850000,regional average
Guatemala,GTM,1870,1418.07257217723,0.5176308,1080000,regional average
Guatemala,GTM,1890,1643.86896635583,0.3530002,1222090.83374896,van Zanden et al. (2014) - original
Guatemala,GTM,1910,2043.53348084585,0.3834544,1441000,van Zanden et al. (2014) - original
Guatemala,GTM,1929,2742,0.4272142,1753000,van Zanden et al. (2014) - original
Guatemala,GTM,1950,3323,0.4240743,2969000,van Zanden et al. (2014) - original
Guatemala,GTM,1960,3496,0.55960632,4100000,GCIP (income) - original
Guatemala,GTM,1970,4653,0.55960632,5264000,GCIP (income) - original
Guatemala,GTM,1980,6384,0.55960632,6650000,GCIP (income) - original
Guatemala,GTM,1990,5165,0.55100844,8966000,GCIP (income) - original
Guatemala,GTM,2000,5860,0.52724751,11726000,GCIP (income) - original
Guatemala,GTM,2005,6130,0.5127065,13194000,GCIP (income) - original
Guatemala,GTM,2010,6526,0.50999497,14766000,GCIP (income) - original
Guatemala,GTM,2017,7308,0.4714328,16935000,GCIP (income) - original
Guinea,GIN,1820,474.646066295421,0.5190016,681499.26754127,regional average
Guinea,GIN,1850,416.314142323087,0.46770565,877649.56422238,regional average
Guinea,GIN,1870,513.800371427535,0.513095516666667,1038863.06738729,regional average
Guinea,GIN,1890,513.800371427535,0.3273783,1263798.49049616,van Zanden et al. (2014) - original
Guinea,GIN,1910,513.800371427535,0.4130381,1537437.10284865,van Zanden et al. (2014) - original
Guinea,GIN,1929,513.800371427535,0.4567979,1957420.1513898,van Zanden et al. (2014) - original
Guinea,GIN,1950,520,0.4148495,2586000,van Zanden et al. (2014) - original
Guinea,GIN,1960,671,0.83543985,3021000,GCIP (income) - original
Guinea,GIN,1970,795,0.83543985,3597000,GCIP (income) - original
Guinea,GIN,1980,872,0.83543985,4310000,GCIP (income) - original
Guinea,GIN,1990,861,0.83543985,5807000,GCIP (income) - original
Guinea,GIN,2000,1047,0.59517564,7780000,GCIP (income) - original
Guinea,GIN,2005,1187,0.57613881,8478000,GCIP (income) - original
Guinea,GIN,2010,1292,0.56464968,9571000,GCIP (income) - original
Guinea,GIN,2017,1563,0.55771178,11534000,GCIP (income) - original
Guinea-Bissau,GNB,1820,426.793157076205,0.5190016,151005.058121093,regional average
Guinea-Bissau,GNB,1850,374.342146189735,0.46770565,194467.594856699,regional average
Guinea-Bissau,GNB,1870,462,0.513095516666667,230188.916323633,regional average
Guinea-Bissau,GNB,1890,462,0.35073254,280029.595922003,regional average
Guinea-Bissau,GNB,1910,462,0.4984899,340661.817452544,van Zanden et al. (2014) - original
Guinea-Bissau,GNB,1929,462,0.5422497,433720.706398435,van Zanden et al. (2014) - original
Guinea-Bissau,GNB,1950,462,0.3771011,573000,van Zanden et al. (2014) - original
Guinea-Bissau,GNB,1960,800,0.61752762,617000,GCIP (income) - original
Guinea-Bissau,GNB,1970,1395,0.61752762,620000,GCIP (income) - original
Guinea-Bissau,GNB,1980,1207,0.61752762,789000,GCIP (income) - original
Guinea-Bissau,GNB,1990,1270,0.61752762,994000,GCIP (income) - original
Guinea-Bissau,GNB,2000,1231,0.57127905,1208000,GCIP (income) - original
Guinea-Bissau,GNB,2005,1227,0.58087994,1348000,GCIP (income) - original
Guinea-Bissau,GNB,2010,1329,0.61015034,1516000,GCIP (income) - original
Guinea-Bissau,GNB,2017,1483,0.61015034,1789000,GCIP (income) - original
Haiti,HTI,1820,493.226419101123,0.47762336,723000,regional average
Haiti,HTI,1850,579.527589610169,0.42178576,938000,regional average
Haiti,HTI,1870,709.770438161244,0.5176308,1150000,regional average
Haiti,HTI,1890,822.785532575853,0.422064675,1409231.51121197,regional average
Haiti,HTI,1910,1022.82470062178,0.4553967,1809000,regional average
Haiti,HTI,1929,1372.4195641483,0.50958666,2390000,regional average
Haiti,HTI,1950,1790,0.4154251,3097000,van Zanden et al. (2014) - original
Haiti,HTI,1960,1809,0.56767472,3697000,GCIP (income) - original
Haiti,HTI,1970,1567,0.56767472,4541000,GCIP (income) - original
Haiti,HTI,1980,2063,0.56767472,5483000,GCIP (income) - original
Haiti,HTI,1990,1602,0.56767472,6725000,GCIP (income) - original
Haiti,HTI,2000,1521,0.56767472,8279000,GCIP (income) - original
Haiti,HTI,2005,1462,0.57554207,9061000,GCIP (income) - original
Haiti,HTI,2010,1557,0.55265035,9553000,GCIP (income) - original
Haiti,HTI,2017,1726,0.55452679,10647000,GCIP (income) - original
Honduras,HND,1820,827.662671724449,0.47762336,135000,regional average
Honduras,HND,1850,972.48106463746,0.42178576,350000,regional average
Honduras,HND,1870,1191.03615380166,0.5176308,404000,regional average
Honduras,HND,1890,1380.68206765772,0.422064675,465700.950780384,regional average
Honduras,HND,1910,1716.35944798979,0.4553967,619000,regional average
Honduras,HND,1929,2303,0.50958666,930000,regional average
Honduras,HND,1950,2018,0.427435761538462,1431000,regional average
Honduras,HND,1960,2147,0.56765562,1952000,GCIP (income) - original
Honduras,HND,1970,2391,0.56578557,2761000,GCIP (income) - original
Honduras,HND,1980,3282,0.55782455,3403000,GCIP (income) - original
Honduras,HND,1990,2960,0.57199597,4798000,GCIP (income) - original
Honduras,HND,2000,3336,0.54162883,6367000,GCIP (income) - original
Honduras,HND,2005,3851,0.59077752,7194000,GCIP (income) - original
Honduras,HND,2010,4306,0.53414183,7991000,GCIP (income) - original
Honduras,HND,2017,4941,0.50615419,8878000,GCIP (income) - original
Hong Kong,HKG,1820,1132,0.4928329,17000,regional average
Hong Kong,HKG,1850,1204.84825884074,0.358337885714286,29000,regional average
Hong Kong,HKG,1870,1256,0.431349457142857,107000,regional average
Hong Kong,HKG,1890,1682.21376821132,0.3698106,185000,regional average
Hong Kong,HKG,1910,2253.05984232463,0.426212866666667,379037.084114303,regional average
Hong Kong,HKG,1929,2986.66549605575,0.448377042857143,680000,regional average
Hong Kong,HKG,1950,4082,0.391484971428571,1960000,regional average
Hong Kong,HKG,1960,5088,0.46037462,3025000,GCIP (income) - original
Hong Kong,HKG,1970,9250,0.46037462,3822000,GCIP (income) - original
Hong Kong,HKG,1980,17086,0.46037462,4835000,GCIP (income) - original
Hong Kong,HKG,1990,27960,0.48337672,5688000,GCIP (income) - original
Hong Kong,HKG,2000,32894,0.50746281,6590000,GCIP (income) - original
Hong Kong,HKG,2005,38192,0.53429709,6714000,GCIP (income) - original
Hong Kong,HKG,2010,43171,0.53429709,6924000,GCIP (income) - original
Hong Kong,HKG,2017,49919,0.53429709,7279000,GCIP (income) - original
Hungary,HUN,1820,1185.63709207996,0.4741291,4146000,van Zanden et al. (2014) - original
